filename,caption
m9_ppe (155).jpg,"A person wearing white shoe covers, light blue gloves, and a white full-body protective suit is standing."
rv (206).jpg,A dilapidated trailer with a partially collapsed roof rests under a cloudy sky during daytime. 
bicycle (156).jpg,A woman wearing a helmet and plaid shorts is riding a bicycle down a hill.
bulldozer (378).jpg,It's next to an orange bulldozer next to a wall of dirt and stone.
m5_ppe (313).jpg,"A man in his 20s or 30s, wearing a black short-sleeved shirt, a yellow earmuffs, and yellow face protection gear, is looking to the side in the daytime."
airplane (443).jpg,"A white Airbus A310 airliner, featuring the black text 'Mahan Air' and Persian script on the forward fuselage and a bright green tail with a white stylized logo, descends with its landing gear extended against a clear, deep blue sky."
bulldozer (22).jpg,"During the day, a yellow bulldozer from the SDLG brand holds dirt in front of a pile of dirt."
m2_ppe (163).jpg,"A large group of workers in orange uniforms and mixed helmets (yellow, red, and blue), some holding cameras, gathered at an event."
bicycle (318).jpg,"A man riding a bicycle with two women walking behind him, all wearing hats."
road_roller (326).jpg,"A used Ingersoll Rand tamping foot road roller with an open canopy, used for compacting cohesive soils, is actively working on a dirt road during the day, operated by an adult male wearing a white shirt and dark pants."
traffic_accident (500).jpg,A black car with a severely damaged front rests beside a grassy road as fire trucks park nearby.
convertible (362).jpg,"A sleek, metallic-bodied convertible is shown from above with dramatic sculpted surfaces flowing toward a cockpit wrapped in dark leather and warm bronze accents, the sharp vents and angular lines catching soft light that glides over the car’s smooth, futuristic form."
fire (76).png,"A large fire rages with thick black smoke billowing into the sky during the daytime, while firefighters spray water to combat the inferno."
holdingGun_person (198).jpg,"An adult man with short hair, a blue mask and a white T-shirt and jeans stands with a gun, looking to the left from the room."
helicopter (89).jpg,"A gray medium-sized helicopter with a four-leaf propeller, tailrotter method, a pair of small wheels in the front center, and two small wheels on each side of the back is landing on a landing site with trees visible behind it in clear weather."
holdingGun_person (481).jpg,"During the day, an adult man wearing a gray short-sleeved shirt, black shorts with 13 on it, and slippers is walking with a gun, an adult man wearing a green short-sleeved shirt and black shorts and white slippers is walking with a gun while looking at the gun, and an adult man wearing green sweatpants and black long pants and sandals is walking with a gun."
quad (478).jpg,"Two riders in black helmets drive a gray UTV on a dirt trail, preceding a dark-colored utility vehicle, through a forest with brown and yellow autumnal leaves during the daytime."
dog (179).jpg,Two pup are sitting on the grass.
m4_ppe (302).jpg,A worker is grinding while wearing gloves and sparks are flying.
road_roller (464).jpg,"A used orange road roller featuring a tamping foot drum, designed for compacting cohesive soils, is working on a dirt road during the day with an adult male wearing a hat operating the enclosed cab."
m4_ppe (81).jpg,A young woman is wearing a white face mask.
m3_ppe (27).jpg,Three factory workers in safety gear are gathered around a piece of machinery on the workshop floor.
train (258).jpg,A big blue and green freight train passes a blue passenger train as people wait on the platform in daytime.
train (201).jpg,A dark brown freight train sits on the tracks while two workers watch it in daytime.
rickshaw (350).jpg,A gray auto-rickshaw stands on a plain background during the daytime.
rv (404).jpg,"A white camper van sits parked on a road beside a river, overlooking a hillside village. "
ship (396).jpeg,A long white cruise vessel with multiple deck levels and lifeboats travels slowly through a calm fjord near houses and trees.
fuel_truck (176).jpg,A dark semi-truck with a tanker is driving at high speed down a snow-covered and wet road lined with trees during a daytime snowstorm.
truck (64).jpg,A blue truck with a large Vietnamese banner about COVID-19 prevention drives past a building with a red sign and nearby streetlights decorated with red banners during daytime.
train (293).jpg,A white high-speed bullet train moves along the tracks at sunset with no people visible.
traffic_accident (179).jpg,"A blue car crashed into a tree during the day and was badly damaged, with several on the left."
ship (18).jpg,"A traditional wooden sailboat carrying barrels covered by green cover on its deck sails on a river with a single curved white sail raised, with a city and hillside buildings in the background."
airplane (138).jpg,"The ""Air tra..."" Airbus A330, featuring a blue tail with a white star logo, stands connected to a grey jet bridge with a red stripe, which has a yellow sign showing the number 61, on a wet apron with red striped lines under an overcast sky."
suitcase (177).jpg,A medium-sized bag and a large intact suitcase are placed in front of a man and a woman.
jeep (292).jpg,"A Toyota's yellow Jeep with withe roof drives dusty ground, a bright red Jeep follow behind, several adult people walk and stand,  long line of park other Jeeps , steep green mountains background during the daytime."
motorbike (17).png,An adult male wearing a white helmet rides a motorbike on a city street behind a taxi at night time.
ship (415).jpeg,A medium-sized white ferry remains docked at a pier under cloudy daytime skies with lifeboats and antennas visible on its upper structure.
fallen_person (377).jpg,A bearded man in a dusty suit lies on the ground near a large vehicle and a motorcycle in an outdoor setting.
concrete_truck (298).jpg,"A man is working on a yellow cement truck, which has a hose attached to it."
uv (148).jpg,A line of white golf carts with tan seats parks on an asphalt path next to a green grassy hill.
bus (465).jpg,A red and silver 'UITS' university bus with a large blue swirl graphic is parked on a city street next to a group of people during the daytime.
sports_car (25).jpg,A gunmetal grey Nissan GT-R sports coupe sits parked on a concrete surface at a racetrack facility under a clear daytime sky.
van (148).jpg,"A white van with a black license plate reading “WJV 7058” is passing through the “M04” tollgate, driven by a man wearing a blue shirt, while many cars are visible driving in the adjacent lane. "
pickpocketing_person (325).jpg,A dark-jacketed adult reaches into a light-top woman’s pink purse outdoors in daylight.
m8_ppe (352).jpg,Two adults wear white gloves with yellow cuffs indoors during day.
fire_truck (330).jpg,A yellow and white mixed E69-1 fire truck drives on the road at sunset.
traffic_accident (272).jpg,"During the day, a white car on the highway collided with a guardrail, damaging the front and a truck behind it."
sitting_person (15).jpg,A smiling family enjoys a meal together at an outdoor restaurant under red umbrellas.
fuel_truck (382).jpg,"A young woman with curly blonde hair wearing a green reflective vest is standing with her arms crossed, smiling in front of a shiny silver tanker trailer during the daytime."
m11_ppe (455).jpg,"During the day, an adult male wearing a white helmet, glasses, blue mask, gloves with gray palms and white wrists, a fluorescent yellow and black vest with a name tag over a gray short-sleeved T-shirt, an orange life jacket over that, black pants and shoes, stands upright with both hands raised and the heels of his shoes pressed together, and a walkie-talkie hanging from the left side of his pants."
bus (286).png,A blue city bus and a yellow school bus drive through a busy Korean intersection at night as people and a person on a bicycle cross the street.
m8_ppe (30).jpg,A young adult tries to take a selfie indoors at night wearing a clear face shield.
suitcase (21).jpg,"During the day, a man in his 30s is walking past a homeless person who is sitting and dozing, pulling an intact, medium-sized wheeled suitcase."
motorbike (264).jpg,An adult male holds a black helmet while sitting on a red motorbike in a driveway during the daytime.
bird (354).jpg,Five green parrots stand on a metal bar during the daytime.
sports_car (347).jpg,"A customized orange and black Hyundai coupe, adorned with an airbrushed eagle graphic on its side, sits parked on a paved surface with lush green grass and trees in the background during the daytime."
m8_ppe (101).jpg,"Two young adults wearing red reflective vests stand smiling with hands together, time unknown."
road_roller (461).jpg,"A used orange XCMG tamping foot road roller with an enclosed cab, designed for compacting cohesive soils, is parked on a dirt lot during the day under a partly cloudy sky."
dump_truck (189).jpg,"A large yellow dump truck carries a load of rocks through a dusty, open-pit mine."
m6_ppe (88).jpg,A middle-aged man wearing a yellow safety helmet and a gray mask stares straight ahead.
concrete_truck (40).jpg,A orange concrete mixer truck is parked at a construction site at night.
quad (165).jpg,"A smiling young woman wearing a blue helmet and a white t-shirt drives a red all-terrain vehicle along a leaf-strewn dirt path through a dense green forest, while a man and a child following behind make V-signs during the daytime."
m8_ppe (422).jpg,An adult in blue shield and helmet smiles at the camera at night.
pickup_truck (337).jpg,"On a road next to a sidewalk, a light green small truck with a Korean sentence written on its cargo bed shows its right-rear angle, while the opposite road features two round, short trees, a white small truck, and parked cars further in the distance."
train (341).jpg,A brown and orange freight train is on the tracks while a worker walks alongside inspecting it in daytime.
bus (495).jpg,"Three large coach buses, including a blue 'Pabna EXPRESS', a red bus, and a gold bus, are parked in a row in a paved lot during the daytime."
dog (441).jpg,A dog is walking along the water.
concrete_truck (50).jpg,A yellow concrete mixer truck with the word 'steel' printed on the cab and drum is parked at a construction site on a sunny day.
fallen_person (139).jpg,"A man in a green shirt and blue jeans is sprawled on a wooden staircase with his eyes open, appearing to have fallen down the steps."
convertible (71).jpg,"This is a Ford Mustang GT Convertible — a bold slice of Americana, painted in rebellion red, roaring like it still remembers every highway it’s ever conquered."
sports_car (418).jpg,A red Dodge Viper convertible rests on a wet surface in a desert landscape during the soft light of sunset.
dog (10).jpg,A man is walking with a dog in the snow.
tractor (208).jpg,A man drives a white and red Eicher tractor through muddy terrain surrounded by lush green trees.
sitting_person (487).jpg,"Three children are sitting on the floor in front of a teepee, with two girls in the foreground interacting and a boy to the right looking away, while a pink balloon rests on the floor nearby."
m1_ppe (338).jpg,A fat person wearing a harness is circling next to a mannequin wearing a yellow safety helmet and gas mask.
limousine (157).jpg,A group of four adult women and one young adult male stand posing for a picture next to a large pink pickup truck style stretch limousine during the daytime .
m11_ppe (409).jpg,"During the day, a man in a white helmet, glasses, blue mask, gray pants, gloves with gray palms and white wrists, a fluorescent yellow and black vest with a name tag over a gray short-sleeved shirt, turns slightly and faces sideways with both hands raised shoulder-high, and a walkie-talkie hangs from his pants."
license_plate (264).jpg,A white Hyundai vehicle is parked outdoors during daytime with a white license plate displaying 383나 2835 beneath the Hyundai emblem on the rear trunk.
pickpocketing_person (22).jpg,"Two adults outside in daylight, one taking a phone from the other’s pocket."
train (324).jpg,"A black, white, and purple subway train sits in a depot with no people visible, time unknown."
fallen_person (292).jpg,"A person in blue jeans and a dark shirt is lying on the light-colored floor, reaching under a white bedside table next to a bed in a room."
motorbike (266).jpg,A red motorbike with green ammo cans is parked on a concrete driveway during the daytime.
pickup_truck (381).jpg,"Viewed through a raindrop-covered window, a rainy night road filled with colorful lights, cars, and buses is flanked by buildings with outdoor units and illuminated signs, featuring a distant neon sign with white and red text between yellow dragons and a white pickup truck seen from behind with its taillights on in the right foreground."
m7_ppe (420).jpg,"In a tilted, vertically-oriented frame, a man holds an orange safety vest while standing next to a car with its hood open."
cat (128).jpg,A woman crouches on a wooden floor while three cats sit close together in front of her and a fluffy white cat looks toward her as she reaches out to pet it beside a green circular toy track.
dump_truck (290).jpg,"Two large yellow mining trucks are parked on a dusty surface under a cloudy sky, with one truck in the foreground carrying a load of rocks."
tractor (477).jpg,A blue tractor with an orange snowplow attachment and a salt spreader on the back is parked on a wet street in front of a brick building with a snowy roof.
rickshaw (101).jpg,"A vibrantly decorated multi-colored cycle-rickshaw with blue, yellow, red, and green patterns moves along a busy street between two blue-canopied cycle-rickshaws, one displaying ""VSL"" and ""01934440850"" on its rear and the other ""01915658372"", as adult male drivers operate them among other pedestrians during the daytime."
m2_ppe (73).jpg,"Outdoors in daytime, a group of men with yellow helmets, white helmets, and no helmets are inspecting a building under construction."
license_plate (396).jpg,"A silver Hyundai sedan is parked beside a stone retaining wall during daytime, displaying a white license plate with 372소 9773, with sunlight reflecting off its hood and other vehicles lined up ahead."
bulldozer (56).jpg,An orange bulldozer is located next to large piles of soil and rubble at the construction site during the day.
sports_car (330).jpg,A gleaming gold Mercedes-Benz SLR McLaren coupe sits on a reflective black tiled floor indoors with racks of clothing visible in the background during daytime.
tractor (59).jpg,"A vibrant red tractor with a trailer is parked in a dry, tilled field surrounded by trees under a clear sky."
ship (20).jpg,"A white passenger ferry docks at a pier as people line up to board, while several swimmers are in the front of ferry and the shallow water "
excavator (71).jpg,"An orange excavator is on dirt ground with trees behind it, under a partly cloudy daytime sky."
m3_ppe (264).jpg,A smiling engineer in a white helmet and glasses standing against a plain wall.
jeep (128).jpg,"A yellow Jeep with a white roof drives dusty ground in the daytime, while an adult person stands near the front of the vehicle and several other off-road vehicles, green tree and steep foothills background."
sports_car (236).jpg,"A sleek gray and silver Acura concept car, featuring prominent red taillights, sits on a patterned white display platform while many spectators gather around it at a brightly lit indoor auto show."
m7_ppe (193).jpg,"A person in a yellow hazmat suit, blue gloves, and a black and purple respirator lies horizontally."
smoke (2).jpg,A firefighter in protective gear stands and observes a large plume of smoke rising from a hillside fire under a clear blue sky during the daytime.
rickshaw (240).jpg,"A monochrome auto-rickshaw, branded ""Compact"" with ""MS"" and license plate ""KA11 K 7396"" visible on its rear, sits on a dirt road with several people and other cars in the background during the daytime."
taxi (155).jpg,"A white Kia SUV taxi is parked with no visible license plate, and the weather is slightly cloudy during the daytime."
van (283).jpg,"On a commercial street lined with many trees on both sides, numerous cars and several bicycles are parked in front of the shops."
fallen_person (284).jpg,"An elderly man with a white beard and glasses has fallen to the wooden floor, clutching his lower back in pain while his walking stick lies nearby."
convertible (376).jpg,"A low, storm-gray convertible crouches on sunlit paving stones, its sharply carved front bumper and shadowed kidney grilles giving the car a predatory stare while the oversized silver wheels, tucked tightly under flared arches, flash like polished blades beneath the open sky."
holdingGun_person (87).jpg,"Inside, an adult man in a dark navy short-sleeve shirt with a tiger on it and a sky blue mask with jeans stands with his left hand in his pocket, a handgun in his right hand and a gun down."
taxi (307).png,A white sedan taxi appears at night with no visible brand or license plate while an adult man stands beside it.
bus (94).jpg,A red and white minibus with Arabic script on its front is stopped in traffic on a busy city street next to a man in a suit.
truck (440).jpg,"A large white cargo truck with a beige tarp-covered load is stopped on a roadside while a uniformed officer stands beside it, with motorbikes, a red truck, and tree-lined surroundings visible in the bright daytime background."
airplane (259).jpg,"A white private jet, featuring ""NISSAN"" text, the registration ""N155AN"", and red and black stripes on its rear fuselage, banks to the left as it climbs through a clear, deep blue sky."
ship (203).jpeg,A large black sailing ship with tall white sails glides across the sea under a bright blue sky in daytime.
suitcase (278).jpg,A medium-sized black suitcase is placed next to a man in a black suit in broad daylight on a crosswalk.
concrete_truck (205).jpg,"A cement truck is parked on a dirt field, and a man is using a shovel to dig into the ground."
m2_ppe (385).jpg,"Five men, three wearing white helmets and two wearing red helmets, and four wearing orange safety vests, are posing for a photo in front of heavy yellow machinery outdoors."
jeep (129).jpg,"A dark grey Toyota Jeep with a white roof drives dusty ground in the daytime,park red Jeeps and standing adult people, green steep foothills background."
fighting_person (450).jpg,"During the daytime, adult men wearing white shirts, gray top and pants, and dark blue shirts and pants grab each other’s bodies while fighting."
stealing_person (305).jpg,"A young girl with curly hair stands against a vibrant yellow background, holding a silver toy gun in her right hand."
m3_ppe (303).jpg,Three warehouse workers in reflective vests walking together.
m1_ppe (302).jpg,A fat worker in a harness is looking straight ahead in front of a white sofa.
fire_truck (352).jpg,A red L1 fire truck with a mechanical ladder on top drives on the road during daytime.
fighting_person (162).jpg,"A group of adult men wearing tracksuits are fighting inside a gym, throwing punches at each other. "
fighting_person (189).jpg,"During the daytime, adult men wearing black, white, and gray T-shirts are surrounding a person who has fallen to the ground, threatening and fighting them. "
rickshaw (400).jpg,"An auto-rickshaw, emitting exhaust smoke, travels on a wide road with a second auto-rickshaw following closely during the daytime."
jeep (278).jpg,"A white Jeep with withe roof drives dusty ground, a person wear a hijab ride on white Jeep, many other Jeeps stop ,steep green mountains background during the daytime."
train (302).jpg,An orange and white diesel freight engine sits on the tracks with no people visible in daytime.
bus (287).jpg,A bright blue 'Grameen Travels' bus with dynamic red and black graphics is parked under a concrete overpass during the daytime.
recycling_truck (273).jpg,A man in a yellow jacket is loading trash into a garbage truck.
m11_ppe (465).jpg,"During the day, a white helmet, glasses, a blue mask, gloves with gray palms and white wrists, a fluorescent yellow and black vest with a name tag over a gray short-sleeved T-shirt, an orange life jacket on top, black pants and shoes, turns to the side with both hands."
m10_ppe (215).jpg,"An adult man, during daytime, appears distressed as he wears a white full-body protective suit, a white face mask, and purple gloves, holding his hand to his head with wide eyes."
walking_person (261).png,"A man dressed in a black shirt and brown pants walks on a sidewalk, passing a man in a white t- shirt walking away and a man in a white t-shirt sitting on a ledge."
m2_ppe (132).jpg,"A man posing indoors with a group of people wearing blue helmets, all gathered for a photo."
sports_car (157).jpg,"A vibrant red Ferrari convertible sports car rests on an urban street during the daytime as several pedestrians walk on the adjacent sidewalk, with one man holding a blue bottle near the driver's side."
traffic_accident (347).jpg,A white van lies overturned at an intersection while police and rescue workers are on site in daytime.
limousine (155).jpg,A large white Ford Excursion stretch limousine decorated with pink ribbons for a wedding drives down a road followed by other cars during the daytime.
stealing_person (50).jpg,A smiling boy in camouflage attire holds a blue paintball gun while standing outdoors amidst trees and wooden structures.
fallen_person (230).jpg,"A person in a blue shirt and dark pants is lying on their side on a paved ground next to a metal grate, with one hand resting on their thigh."
convertible (63).jpg,"This is a BMW 650i Convertible — sleek, poised, and effortlessly luxurious, a boulevard cruiser that turns every sunset drive into a statement of quiet confidence."
sitting_person (287).jpg,A woman wearing a patterned sweater and leggings sits in a rolling chair on a patterned carpet next to a disassembled cardboard box.
pickup_truck (467).jpg,"A large view of a red pickup truck's front is shown with its right headlight section crushed and its door open, while the door of a white car slightly visible behind it is also open."
m10_ppe (172).jpg,"Three young adult men walk along an indoor hallway, each wearing a neon yellow reflective vest, during the daytime."
bulldozer (471).jpg,"During the day, an orange bulldozer, a CASE brand 1121F, is loading dirt."
dump_truck (478).jpg,An orange dump truck with a gray bed drives along a grassy roadside under a clear blue sky.
bicycle (4).jpg,A group of bicycle riders wearing helmets and riding their bikes on a ramp.
recycling_truck (44).jpg,"A garbage truck is parked on the street, with its back open and filled with trash."
recycling_truck (165).jpg,A man is walking down the street carrying bags and a garbage truck is parked on the side of the road.
crane_truck (2).jpg,A yellow Hitachi crawler crane sits on a barge floating on the river during the daytime.
helicopter (260).jpg,"A small black helicopter with a two-leaf propeller, a two-leaf tail rotor system, and a skid landing gear flies over the city center."
cat (242).jpg,A gray and white cat is held on a person’s shoulder while looking to the side.
convertible (168).jpg,"A white convertible car with dark wheels is parked on a paved area in front of dense green foliage, captured from a front-left angle with soft natural light reflecting off its glossy surface."
helicopter (244).jpg,"A person is on board a small helicopter with a blue and yellow line in the middle on a white base with a three-leaf propeller, a two-leaf tail rotor system and a skid landing gear, and a door is open in the rear where snow is visible."
police_car (160).jpg,A police car is driving down a highway with other cars.
taxi (293).jpg,"White SUV taxi stands on the road with no visible brand or license plate, and many people walk on the sidewalk."
traffic_accident (137).jpg,"A black vehicle is overturned on the brick floor and the floor is damaged, with grass and pavilion visible in the back during the daytime."
concrete_truck (166).jpg,A yellow truck with a large yellow container on the back.
traffic_accident (41).jpg,A white car has collided head-on with a van on a city road in daytime.
tractor (202).jpg,"A row of tractors, including a prominent silver one in the foreground with large rear wheels and a white canopy, is parked on a dirt path with lush green trees and a clear blue sky in the background."
ship (497).jpg,"A large gray military vessel speeds across the deep blue ocean during daytime, leaving a wide trail of white water as a crew member stands on its deck."
suv (124).jpg,A red SUV with a roof rack sits is parked on a street lined with brick buildings and other vehicles during the daytime.
helicopter (99).jpg,"Four-leaf propellers, tailrotters and a brown medium-sized helicopter with two large wheels on either side of the center land on the wasteland where the sun sets."
dog (259).jpg,A woman is playing with her dog in the yard.
m1_ppe (387).jpg,"A worker wearing a yellow safety helmet and gas mask is wearing a harness, turning his back to the right and looking at it at an angle."
cat (354).jpg,A small brown tabby cat curls up comfortably on a person’s lap wearing a grey sweatshirt.
airplane (392).jpg,"A sleek white Citation CJ2 business jet, decorated with dark blue and grey stripes and bearing the registration 'D-IDBW' on its tail, accelerates down a runway for takeoff with its nose wheel slightly lifted, passing a chain-link fence and a line of trees under a bright, overcast sky."
tractor (176).jpg,"A distressed, white and red Eicher tractor, caked in mud, struggles through a deep muddy rut with another white tractor following closely behind on a treacherous, overgrown path."
limousine (160).jpg,A black stretch limousine is engulfed in a large fire with thick black smoke rising from the front passenger compartment while parked on a city street during the daytime .
cat (468).jpg,A long-haired black cat with green eyes rests in a person’s arms.
recycling_truck (221).jpg,A green garbage truck is driving down a busy street with other vehicles.
cat (377).jpg,A dilute tortoiseshell cat with yellow eyes lies curled up on a white table in a room with tiled walls.
ambulance (477).jpg,A medium Hyundai ambulance van with unreadable plate is parked; no one is visible.
fire_truck (256).jpg,A red Ford fire truck from Boothwyn numbered 40 drives on the road near sunset.
m1_ppe (162).jpg,"A bald worker is dragging a rope around in a red harness, which is drooping and has a white safety helmet on the side."
cat (297).jpg,A fluffy gray cat drinks water from a bowl.
dump_truck (460).jpg,An orange dump truck with a plow attachment spreads salt on a snow-covered road at night.
rv (447).jpg,"A shiny, silver Airstream trailer sits parked outdoors during the daytime. "
m6_ppe (200).jpg,"A man wearing a yellow safety helmet, clear goggles, and a gray mask looks straight ahead from the side."
forklift (106).jpg,"During the daytime, an adult male with a raised arm stands by a white semi-truck heavily loaded with baled cardboard in a muddy recycling yard, where a red forklift transports additional bales, another adult male walks, and a yellow excavator operates in the background. "
m4_ppe (125).jpg,A young woman is wearing yellow earmuffs.
taxi (109).jpg,A gray Kia SUV taxi stands on the road under cloudy daytime weather with the visible license plate 15바3189.
fighting_person (478).jpg,"During the day, an adult man wearing black clothing and an adult man wearing a white sleeveless shirt with black pants are facing each other and swinging punches. Behind the man in a black sleeveless shirt who has his arms raised, another adult man wearing a black top and gray pants is standing and restraining him by the neck as they struggle. "
excavator (346).jpg,"An orange excavator sits on dirt ground with safety tape in the foreground, trees behind it, a building further behind the trees, under an overcast daytime sky."
rv (276).jpg,A white RV is parked on a rocky shore at night under a starry sky. 
bulldozer (221).jpg,There is a yellow KOMATSU brand bulldozer inside the building.
dump_truck (314).jpg,A massive yellow mining truck sits on a dusty ground in front of a rocky mountainside under a cloudy sky.
m3_ppe (85).jpg,"Two engineers, seen from the back, stand in front of a large window, looking out from a building under construction."
m3_ppe (393).jpg,Two smiling workers in safety vests and helmets are standing outdoors.
recycling_truck (73).jpg,A white garbage truck is driving down the street with a large bin on the back.
police_car (245).jpg,A police car is pulled over a truck on the road.
m7_ppe (121).jpg,A 180 degrees rotated view shows a folded yellow and orange high-visibility vest with grey reflective stripes.
uv (211).jpg,A yellow utility cart and a gray ATV-style vehicle park on a paved area near palm trees and pedestrians.
ambulance (390).jpg,Medium ambulance vans are parked along the road; front plate shows 74H 8781 and no people are visible.
truck (223).jpg,Two large livestock-style trucks are parked next to each other on a wet concrete lot.
sitting_person (347).jpg,"Three women appear to be sleeping at their desks in an office environment, as indicated by the timestamp 09-25-2023."
helicopter (288).jpg,"A small white helicopter with a two-blade propeller, a two-blade tail rotor, and skid landing gear is flying in a clear sky with two men, one in red and one in black, wearing sunglasses."
forklift (35).jpg,An orange Toyota forklift sits stationary with a stack of wooden planks on its forks inside a warehouse during the daytime. 
rv (357).jpg,A grey BMW SUV drives down the road next to a row of parked RVs. 
m4_ppe (209).jpg,"A male worker is waving his hand while wearing a white helmet, orange vest, and blue mask."
quad (142).jpg,"A woman wearing a blue helmet and a green tank top drives a yellow all-terrain vehicle along a dirt trail on a lush green hillside, following another rider and overlooking a vast valley under a cloudy sky during the daytime."
m4_ppe (304).jpg,A worker is grinding while wearing gloves and sparks are flying.
stealing_person (15).jpg,A young woman with braided hair and a bandana over her face spray paints graffiti onto a wall in an abandoned industrial building.
m1_ppe (164).jpg,A worker wearing a white safety helmet is helping a person wearing a yellow safety helmet wear a harness.
ambulance (378).jpg,A large ambulance has no readable plate and no people are visible.
walking_person (116).jpg,A man dressed in a white long-sleeved jacket and dark pants walks a wide paved path lined with lush green trees during the day.
m8_ppe (155).jpg,"A young adult sits wearing a neon-yellow reflective vest for a photo, time unknown."
limousine (376).jpg,"A black armored Cadillac sedan, possibly a presidential limousine, drives down a city street with crowds of adult people watching in the background during the daytime ."
jeep (104).jpg,"A dark grey Toyota Jeep with an adult person driving closely follows a dark red Jeep across a wide, dusty ground in the daytime, where other Jeeps and standing adult people are visible near a green steep foothills background."
m10_ppe (258).jpg,"A young adult man, wearing a white N95 respirator mask, a white full-body protective suit, and white gloves, stands giving a double thumbs-up."
pickpocketing_person (338).jpg,"Outside in daytime, a second young adult reaches into a light-T-shirt person’s tan backpack."
car (163).png,"In daylight, a gray Hyundai sedan is turning through a narrow residential street."
uv (333).jpg,White electric airport shuttle with red floor mats and a blue flashing light is parked in a brightly lit modern terminal next to a vertical information screen.
fuel_truck (192).jpg,A blue semi-truck is parked next to a white tanker truck with a green logo in a large storage lot with a water tower visible in the background during the daytime.
van (271).jpg,"Inside a firetruck-themed ride-on car, a child wearing a dark brown beanie and a navy T-shirt sits holding the steering wheel, with ambulance and firetruck illustrations displayed on the back interior wall."
holdingGun_person (331).jpg,An adult man wearing a black mask and a black hoodie is driver-picking the door of a gray car.
bird (55).jpg,A white hen stands under a bench during the daytime.
recycling_truck (308).jpg,A garbage truck is parked on the street with a blue sign on the side.
recycling_truck (138).jpg,A white garbage truck is driving down a street with a black car in front of it.
m3_ppe (230).jpg,Three engineers in safety vests review documents together at a construction site.
convertible (419).jpg,"A group of friends rides through the countryside in a dark green convertible at sunset, their hair whipping in the wind as they stand and lean out of the car, laughing and reaching toward the warm golden light spilling across the open road."
sitting_person (180).jpg,A woman wearing glasses and a brown sweater sits on a black office chair on a carpeted floor with a striped pattern.
crane_truck (268).jpg,A grey Fuso truck equipped with an orange crane arm stands parked on a paved road during the daytime.
m2_ppe (71).jpg,People with white helmets and others without helmets are discussing inside a partially built room.
sitting_person (413).jpg,"A man in a white shirt, black tie, black pants, and glasses sits with his chin resting on his hand, looking thoughtfully to the side while seated on a white folding chair against a white background."
smoke (15).jpg,A large amount of dark smoke billows from a building on a sunny daytime with a blue sky overhead.
recycling_truck (443).jpg,A blue truck with a Thai license plate is parked on a gravel road.
fallen_person (447).jpg,"During a volleyball match, a player in black and red lies on the court after a play, while teammates and opponents watch the ball suspended in the air near the net."
truck (495).jpg,A white traffic-police truck carrying several people and their motorcycles moves through a flooded street.
rv (161).jpg,An adult female unloads camping chairs from a grey camper van during the daytime. 
bicycle (336).jpg,A blue car with a white roof is driving down the street with three bicycles strapped to the top of it.
truck (239).jpg,A small blue truck is heavily loaded with furniture and cushions stacked high in its cargo bed on a roadside.
fallen_person (432).jpg,"A snowboarder in dark gear and a helmet is falling backward on a snowy slope, with their board pointing skyward and snow spraying, near a ""Paralympic Games"" banner."
fire_truck (354).jpg,A red L1 fire truck labeled MT.PENN FIRE with a mechanical ladder on top drives on the road during daytime.
m5_ppe (483).jpg,A person is holding both hands out with their palms facing forward.
fire_truck (308).jpg,A red E4 fire truck drives on a narrow road during daytime with sedans parked on the right side.
traffic_accident (106).jpg,"Two vehicles collided on the road during the day, with one vehicle on the left and a building on the right. "
pickpocketing_person (225).jpg,A young woman in a black leather jacket and tan pants raises her arm on a daytime city street while another person reaches toward her backpack.
sports_car (211).jpg,"A bright yellow Lotus sports car parks neatly in a marked asphalt parking space, positioned against concrete wheel stops, beneath a clear daytime sky with green trees and a building visible in the background."
bulldozer (292).jpg,"During the day, a yellow bulldozer is pouring dirt on a pile of dirt."
pickup_truck (448).jpg,"Dull-colored buildings with large signs reading ""Pizza"" and ""McDonald's"" line both sides of a street where numerous overhead wires cross above, leading to a large white building with a green stripe at the end, while on the road, flanked by parked cars, a yellow pickup truck seen from behind, a motorcyclist in a white helmet and colorful top, and a pedestrian are visible."
excavator (84).jpg,"An orange Doosan excavator is on dirt ground with a wall and a hill with a building on it behind it, all under an overcast daytime sky."
pickup_truck (69).jpg,"A silver pickup truck with a white license plate is angled to the right, parked next to a white building's black door that has a silver metal frame."
fallen_person (55).jpg,"A worker wearing a yellow hard hat and blue overalls is lying on their back on the floor of a warehouse, with several cardboard boxes scattered nearby."
train (100).jpg,A black steam train with red buffers is on the tracks while people stand on a nearby double-decker bus.
convertible (412).jpg,"A bright red vintage convertible glides down a narrow, tree-lined road, its chrome accents catching flashes of sunlight as the lush green forest blurs around it, while the passenger lifts an arm joyfully into the warm air."
stealing_person (431).jpg,A woman clutches her purse tightly with a fearful expression as a person in a dark hoodie approaches her on a dimly lit city street at night.
truck (249).jpg,A black covered cargo truck is parked along a roadside lined with palm trees and vegetation.
crane_truck (456).jpg,A blue truck equipped with a red Unic crane is parked on a paved surface during the daytime.
m6_ppe (140).jpg,A man wearing a red safety helmet and a teal and gray mask stares straight ahead.  
