filename,caption
police_car (245).jpg,"A white police car is parked on the side of the road, with other cars and a truck visible in the background. "
m7_ppe (121).jpg,A yellow and orange safety vest with orange reflective stripes stands on a grey surface. 
uv (211).jpg,"A blue and yellow golf cart parks on a paved area next to a large, colorful mural of a dog. "
ambulance (390).jpg,"A large ambulance with plate 7981234 is parked, no people visible. "
truck (223).jpg,A large white truck with license plate 29C-413.62 equipped with a large metal cargo body is parked in a lot during daytime. 
sitting_person (347).jpg,Three people rest their heads on their desks in the daytime. 
helicopter (288).jpg,"A small helicopter with a white base and a red stripe running down the middle, with a three-blade propeller, a two-blade tail rotor, and skid landing gear, is flying over"
forklift (35).jpg,"An adult male operates a yellow and black Toyota forklift, loading pallets of bricks onto a palletized palletized palletized palletized palletized palletized palletized"
rv (357).jpg,"A white Kia SUV is parked on the side of the road next to a tree, with a white van and a black car parked behind it. "
m4_ppe (209).jpg,"During the day, an adult man in a red shirt, blue jeans, a sky blue mask, and a white full-body protective suit is standing and fighting. "
quad (142).jpg,"A man wearing a helmet and a red shirt drives a red all-terrain vehicle with a black front bumper and a red tail along a dirt road, followed by another red all-terrain vehicle"
m4_ppe (304).jpg,An adult male is wearing a black face shield and a black full-body protective suit. 
stealing_person (15).jpg,"A young woman wearing a black backpack, a colorful cap, and a colorful scarf sprays colorful graffiti onto a textured wall. "
m1_ppe (164).jpg,A person wearing a white safety helmet and a yellow harness is taking a red hook and running with a rope connected to the back of the back. 
ambulance (378).jpg,A medium ambulance van is parked with unreadable plate; no people are visible. 
walking_person (116).jpg,"A man dressed in a white t-shirt and dark pants walks along a park path at night, while a woman in a light blue top and dark pants walks in the background. "
m8_ppe (155).jpg,"A person in a neon yellow reflective vest stands in a field, looking upward. "
limousine (376).jpg,"A long black limousine is parked in front of a large, ornate building with a large clock displaying the number “30” and a large white sign . "
jeep (104).jpg,"A dark red jeep drives dusty ground during the day, a white jeep and a white car are parked next to each other, and a steep green mountain range and sparse vegetation background. "
m10_ppe (258).jpg,"An adult male, wearing a white N95 respirator mask, a white protective suit, and blue gloves, carefully holds the hose of a white disposable travel bag with one hand. "
pickpocketing_person (338).jpg,"Two young adults, one in a white shirt and the other in a black T-shirt, are on a street, with the black-gloved person reaching into the other’s handbag"
car (163).png,"In daylight, a silver Kia sedan is parked on the side of the road. "
uv (333).jpg,People sit in a cart holding a golf cart and a golf cart in a golf course. 
fuel_truck (192).jpg,A white fuel truck with a large 'PERTAMINA' logo is driving on a road next to a large building during the daytime. 
van (271).jpg,"A smiling adult male in a red cap and blue jeans stands in a parking lot holding a red object, time unknown. "
holdingGun_person (331).jpg,A person wearing a black mask and a black short-sleeved shirt uses a driver to open a car door. 
bird (55).jpg,A brown bird stands on the grass during the daytime. 
recycling_truck (308).jpg,A garbage truck is parked on the side of the road. 
recycling_truck (138).jpg,"A white truck with a blue sign on the side of it is stopped on the road, and the lights are on. "
m3_ppe (230).jpg,Three workers in safety vests and helmets are discussing at a construction site. 
convertible (419).jpg,"A dark blue convertible sits parked on a gravelly roadside with its hood raised, the soft golden light catching the soft evening sky as the quiet rural landscape stretches out behind it under a soft, hazy"
sitting_person (180).jpg,A person wearing a brown sweater and jeans is sitting on a patterned carpet in a room with a large window. 
crane_truck (268).jpg,A blue Hyundai HD320 truck equipped with a red Unic crane arm stands parked on a gravel lot during the daytime. 
m2_ppe (71).jpg,Three men wearing red and white helmets are standing inside a room with a large mirror and a large cabinet. 
sitting_person (413).jpg,"Two seniors, one in a white shirt and the other in a blue shirt, sit on a bench with their arms crossed. "
smoke (15).jpg,A large amount of dark smoke billows from a fire on a hillside during the daytime. 
recycling_truck (443).jpg,A blue truck with a Thai license plate is driving down the road. 
fallen_person (447).jpg,"During the day, a man wearing a red shirt and a blue shirt is lying on the ground, holding his head and chest with one hand while fighting. "
truck (495).jpg,"A large group of people wearing blue and white helmets are gathered around a small container truck, with one person standing near a large container. "
rv (161).jpg,A family enjoys a meal together in a wooded area surrounded by trees and plants.  
bicycle (336).jpg,A white and blue Suzuki S2000 convertible sits parked on a city street during the daytime. 
truck (239).jpg,A male adult in a blue shirt and a mask stands in front of a truck with a large black cargo bed covered with a tarpaulin and a large white container. 
fallen_person (432).jpg,"A person in a white jacket and orange vest is climbing a red ladder, holding a rope connected to the back of their car. "
fire_truck (354).jpg,"A red fire truck labeled Ladder 25 with a ladder mounted on top drives along the road during the day, with a white sedan and a black SUV visible behind it. "
m5_ppe (483).jpg,A person is holding both hands out with their palms facing forward. 
fire_truck (308).jpg,A red-and-white Rescue 40 fire truck drives along the road during a cloudy daytime. 
traffic_accident (106).jpg,"A vehicle and another vehicle collided on the road, and a person in the vehicle is seen lying on the ground. "
pickpocketing_person (225).jpg,"A woman in a black hoodie and a man in a black jacket are standing and fighting, with one person holding a bag. "
sports_car (211).jpg,"A yellow Lotus Elise convertible sports car sits parked on a paved surface during the daytime, with a person in the background and a distant building in the background. "
bulldozer (292).jpg,"During the day, a yellow bulldozer is pouring dirt onto the ground. "
pickup_truck (448).jpg,"A white SUV is parked on the side of the road in front of a building with a red sign, while a white SUV is parked on the right. "
excavator (84).jpg,"A yellow CASE excavator sits on dirt ground with a building to its left, a building behind it, under a partially cloudy daytime sky. "
pickup_truck (69).jpg,"A silver pickup truck with a white license plate stands angled to the left on a road, with a white building and a blue sky in the background. "
fallen_person (55).jpg,"A man in a blue uniform lies on a grey floor, appearing to have fallen, with a cardboard box nearby. "
train (100).jpg,A black steam train with yellow stripes is on the tracks while people watch in daytime. 
convertible (412).jpg,"A bright red classic convertible with a soft, muscular front end drives along a sunlit rural road, its chrome grille and wide chrome bumpers catching the warm glow while the blurred landscape stretches out behind"
stealing_person (431).jpg,A person in a dark hoodie and dark pants attempts to steal a wallet from a white-shirted adult in a black jacket. 
truck (249).jpg,A blue Kia Frontier truck with license plate 29C-413.62 drives down a road past a fence and a building. 
crane_truck (456).jpg,A blue truck equipped with a red Unic crane arm stands parked on the street during the daytime. 
m6_ppe (140).jpg,An adult man wearing a gray mask stares straight ahead. 
pickup_truck (393).jpg,"A large group of people, including a man in a white t-shirt and black pants, are standing on the street in a daytime scene. "
helicopter (53).jpg,"A small helicopter with a red base and a white horizontal stripe running down the middle, with a four-blade propeller, a fenestron-style tail rotor, and skid landing gear"
bird (455).jpg,A yellow finch stands on a tree branch in a tree during the daytime. 
car (91).png,"At night, two adults walk uphill together near the parked white BMW sedan. "
fuel_truck (474).jpg,A white fuel truck with a 'FLAMMABLE' tanker is parked next to a white passenger jet on the tarmac during the daytime. 
bulldozer (37).jpg,"During the day, a yellow CAT brand bulldozer is pouring dirt into the bed of a dump truck. "
rickshaw (135).jpg,"A yellow and black auto-rickshaw with license plate KA-01 AH-64 is stopped on a city street, with a person in a blue shirt and jeans standing nearby. "
walking_person (64).png,"A man wearing a blue shirt and red shorts pushes a bicycle on a path under a bridge, while another man wearing a white shirt and red shorts walks on the adjacent path. "
smoke (159).jpg,"A large fire burns across a forested hillside during the daytime, with a white pickup truck and a white SUV visible in the distance. "
bulldozer (280).jpg,"A used orange bulldozer with a tamping foot drum, designed for compacting cohesive soils, is parked on a gravel lot during the day, with no people nearby. "
m9_ppe (55).jpg,"A worker in a white hard hat and safety vest is standing at a construction site, holding a hammer. "
fire (142).png,A large amount of dark smoke billows from a fire on a residential street during daytime. 
m5_ppe (162).jpg,Yellow work gloves have a black coating on the palm. 
crane_truck (177).jpg,A blue truck equipped with a red Unic crane is parked on a concrete surface next to a tree during the daytime. 
dog (95).jpg,A man is standing in the grass with a dog. 
suitcase (223).jpg,"A rotated, vertically oriented guidebook with a guidebook and index card on a shelf. "
car (116).png,"At night, a man in a long dark coat walks uphill past the parked white BMW sedan. "
uv (337).jpg,"Row of people wearing blue shirts and blue jeans sit in a row, with one woman holding a laptop and the other looking at her phone. "
uv (98).jpg,A small white utility vehicle is parked in a grassy area next to a fence. 
rv (299).jpg,A young woman with curly hair sits in a white camper van parked on a grassy field during the daytime.  
m8_ppe (297).jpg,"Young adults wear white masks and gloves, one holding a gun and the other wearing white gloves. "
cat (135).jpg,"A young woman with long dark hair sits on a wooden floor in a dimly lit room, holding a cup of coffee and a white bottle. "
forklift (10).jpg,"A blue flatbed truck with a blue flatbed and a blue flatbed trailer are parked in a lot next to a large building, with a blue flatbed truck and a blue flatbed trailer also"
m8_ppe (116).jpg,"A young adult in a neon yellow vest stands with a backpack, a neon yellow vest, and a neon yellow safety vest in a parking lot. "
sports_car (269).jpg,"A white convertible sports car with a black interior is displayed indoors under bright artificial lights, with a person in the background and a few people standing nearby. "
fuel_truck (206).jpg,"A large yellow and black refueling truck is parked under a large, overcast sky during the daytime. "
tractor (360).jpg,"A blue New Holland tractor with large black tires and large rear tires is parked on a dirt path next to a body of water, with a person standing nearby. "
m8_ppe (402).jpg,A young woman with long dark hair wears a white t-shirt and a clear face shield while looking to the side. 
m4_ppe (338).jpg,A young man wears a neon yellow reflective safety vest posing for a photo in a studio setting. 
fire_truck (70).jpg,A red fire truck labeled Squad is parked on the road in daylight. 
m7_ppe (487).jpg,A worker in a white hard hat and orange safety vest holds a shovel and holds a bucket. 
quad (21).jpg,A man wearing a cap and a black helmet stands next to a black motorbike with a child in a wheelchair on a city street during the daytime. 
truck (308).jpg,A blue and white police car is stopped on a street with other cars and people nearby. 
uv (427).jpg,A black golf cart with a driver sits parked on a grassy area next to a white golf cart. 
concrete_truck (193).jpg,A large yellow cement mixer truck with the word Steel on the side. 
bicycle (115).jpg,A man wearing a black and white helmet and a blue and yellow outfit is riding a bicycle on a dirt road. 
motorbike (346).png,A black sedan taxi stops on the road at night with no visible brand or license plate while an adult man rides a motorcycle nearby. 
m7_ppe (313).jpg,A woman with long dark hair and a clear face shield looks down. 
concrete_truck (128).jpg,A large orange truck with a cement mixer on the back is parked on a dirt road. 
fire (92).png,A large fire engulfs a building with flames visible in the distance during the daytime. 
m3_ppe (80).jpg,"Three workers in hard hats and vests are standing on a concrete rooftop, with one holding a red container. "
car (454).png,A black delivery motorbike is parked on a sidewalk in front of a store during the daytime. 
rickshaw (19).jpg,"A gray sedan with license plate 7018 drives on a street at night, followed by a black van and a white car. "
rickshaw (493).jpg,An auto-rickshaw with license plate KA05 7698 is parked on a street with a utility pole and a utility pole in the background during the daytime. 
car (462).png,"At night, a dark-colored van with a white license plate reading “WXF 5740” is parked on the street, while a white car and a black car are parked behind"
fire (313).png,"A large fire rages through a forest at night, with smoke rising from the trees and flames licking the air. "
quad (152).jpg,A smiling young woman wearing a black helmet and a white shirt drives a red all-terrain vehicle with a black canopy across a sandy plain during the daytime. 
m8_ppe (378).jpg,"A woman with blonde hair tied in a ponytail wears a clear face shield with a blue headband, a white headband, and a clear face shield with a blue headband. "
police_car (70).jpg,"A white Hyundai Sonata police car is stopped on a road during the daytime, with a person in a yellow vest standing nearby. "
ship (361).jpeg,"A small white sailboat with tall sails moves across the water, with a small boat and a small sailboat visible in the distance. "
m3_ppe (167).jpg,Two workers in safety vests and helmets smiling and holding documents. 
tractor (485).jpg,"A vibrant red tractor with a canopy sits in a field of dry grass, with a large red tractor visible in the background. "
stealing_person (207).jpg,A man wearing a safety helmet and a mask is standing with his hands in his pockets. 
taxi (34).jpg,A white SUV taxi stands on the road under clear daytime weather with no visible brand or license plate. 
m2_ppe (289).jpg,"A man wearing a yellow safety helmet, a yellow work vest, and a safety harness stands with his back turned, holding a hammer in one hand. "
motorbike (179).jpg,"A young woman sits on a black motorbike, with a helmet resting on the seat, in front of a large, illuminated building during the daytime. "
m1_ppe (77).jpg,A worker wearing a yellow safety helmet is wearing a harness and looking at the construction. 
m5_ppe (65).jpg,A worker wearing a yellow safety helmet and sunglasses is wearing a harness and looking at the camera. 
pickup_truck (120).jpg,"A silver pickup truck with a white license plate stands angled to the right on a gray road, with a white building and a blue sky in the background. "
tractor (81).jpg,"A white and maroon Eicher tractor with large rear tires and a black roof is stuck in shallow water, with a person standing nearby. "
helicopter (313).jpg,"A black medium-sized helicopter with a four-leaf propeller, a phenestron-style tailrotor and a skid landing gear is flying over the forest with a view of the sky"
quad (385).jpg,"A black and yellow TomRide ATV with large knobby tires and a black seat sits on a concrete surface in front of a large, green, and white mural of a cat and a dog"
fire_truck (90).jpg,A red fire truck marked ARFD drives in daylight behind a white truck. 
concrete_truck (96).jpg,A yellow cement truck is parked on a dirt field. 
m7_ppe (454).jpg,A man in a white hard hat and orange safety vest holds a clipboard in one hand and the viewer in the other. 
suitcase (492).jpg,Carriers are placed in the baggage center. 
helicopter (43).jpg,"A small helicopter with a white base and a red stripe running down the middle, with a two-blade propeller, a two-blade tail rotor, and skid landing gear, is flying over"
m1_ppe (315).jpg,A fat worker in a harness is turning around in front of a white sofa and looking at the iron structure. 
m8_ppe (223).jpg,A man in a red harness is trying to untie a red rope while others watch him. 
m6_ppe (75).jpg,A worker wearing a white safety helmet is wearing protective gear and trying to untie the connections of the harness. 
van (417).png,"At night, a white van with headlights on drives downhill past the parked white BMW sedan. "
taxi (279).jpg,"At night, a white car drives through a crosswalk, while a blue bus waits at the intersection.  "
airplane (462).jpg,A white and blue business jet with the text 'Continental' on the forward fuselage and the registration 'N757H' on the rear sits parked on a concrete ramp with its landing gear extended
crane_truck (408).jpg,A large green Hyundai truck with license plate 51C-415.91 equipped with a red crane arm stands parked on a dirt lot during the daytime. 
convertible (179).jpg,"A vivid turquoise convertible glides along a coastal road, its glossy surface catching the sun while the muted green hills and distant coastal cliffs stretch endlessly beneath the bright blue sky. "
airplane (296).jpg,"A white and blue Delta Air Lines jet, featuring the blue text 'Delta' on the forward fuselage and a blue tail with a red and white stripe, taxis on a concrete ramp with a green"
holdingGun_person (20).jpg,"An adult woman wearing a black hat, a black hoodie, a black jacket, and a black bag is holding a gun and holding a gun in her right hand. "
m10_ppe (325).jpg,"An adult man in a red and blue safety harness, with a carabiner clipped to his leg, sits on a metal grate platform, grimacing in pain, with a carabiner nearby."
taxi (313).jpg,A yellow SUV taxi stands on the road under clear daylight with no visible brand or license plate. 
excavator (421).jpg,A yellow excavator loads dirt into a yellow dump truck at a construction site. 
road_roller (331).jpg,"A well-maintained yellow Dynapac tamping foot road roller with an enclosed cab, designed for compacting cohesive soils, is actively working on a dirt construction site during the day, with"
m11_ppe (330).jpg,"Two adult males, wearing orange helmets and orange gloves, operate a large yellow industrial crane with a large metal rod in a factory during the daytime. "
stealing_person (6).jpg,A person wearing a black balaclava and gloves uses a crowbar to pry open a window. 
m9_ppe (264).jpg,"The front and back views of a person wearing light blue shoe covers, a light blue mask, and a white full-body protective suit are shown side by side. "
stealing_person (468).jpg,A young woman wearing a black hoodie and a hoodie hat looks at her phone while she looks at her phone. 
truck (405).jpg,A blue cargo truck with a black tarp-covered bed is parked in front of a large Hyundai temple complex during daytime. 
fighting_person (431).jpg,"At night, an adult man wearing a black top and black pants and another adult man wearing a black top and black pants are lying on the ground while grabbing each other’s bodies and pushing each"
concrete_truck (192).jpg,"A white and blue Tesla Roadster sits on a bright, empty lot next to a large, dark-roofed building. "
m7_ppe (171).jpg,A person's hands unfold a yellow safety vest on a grey table. 
cat (351).jpg,A tabby cat lies on a white blanket and looks upward. 
convertible (328).jpg,"A black convertible with a sleek, muscular design is parked in front of a modern brick building, its chrome accents and polished wheels catching the daylight while the passengers sit relaxed and relaxed in the open cabin."
train (139).jpg,A man wearing a blue shirt and jeans walks across a platform holding a large suitcase in his hand. 
smoke (4).jpg,A large fire engulfs a forest with a person in a yellow hard hat and reflective vest standing in the foreground. 
fallen_person (347).jpg,"A person in a blue shirt and dark pants lies on the asphalt road, appearing to have fallen, with a backpack and a car nearby. "
rickshaw (438).jpg,A large auto-rickshaw with license plate KA 03 AA 6391 drives on a wet road during the daytime. 
walking_person (311).png,"A man wearing a black t-shirt and shorts walks along a paved park path at night, passing a woman in a white top and black pants. "
bus (484).jpg,A white and blue Scania coach bus from 'Shohagh Elite' is parked next to a white and blue 'HANIF' coach bus. 
rv (492).jpg,A woman is walking with her dog on the park path. 
van (144).jpg,"A van with a white body, a black license plate reading “WG 2661,” and the words “MAY JESU” on its front window is approaching the"
forklift (91).jpg,An adult male operates a red forklift carrying pallets of waste materials on a wet industrial site during the daytime.  
m7_ppe (384).jpg,A worker wearing a hard hat and safety gear is working on a large industrial machine. 
pickpocketing_person (356).jpg,"During the day, a black-gloved adult steals a wallet from a gray-jacketed adult’s backpack outdoors. "
excavator (192).jpg,"A yellow excavator is on dirt ground with a river to its right, a road to its left, a bridge behind it, and a building to the rear right, all under a partly cloudy daytime"
train (369).jpg,An orange freight train moves along the tracks with no people visible in daytime. 
dog (226).jpg,A woman is walking with her dog in the park. 
tractor (27).jpg,"A man drives a red Mahindra tractor with large rear wheels across a dusty, uneven terrain, while other tractors and a few people stand nearby. "
convertible (84).jpg,"A silver convertible parked on a brick sidewalk with its hood raised, surrounded by palm trees and a white house. "
forklift (13).jpg,A white and orange Nissan forklift stands on a concrete surface during the daytime.  
holdingGun_person (231).jpg,An adult man wearing a blue mask and a blue short-sleeved shirt stands indoors facing the front and holding the gun high with his right hand facing the front. 
rickshaw (394).jpg,"Two gray and white auto-rickshaws are parked on a dirt road, with one appearing closer to the viewer, during the daytime. "
ambulance (341).jpg,"A medium ambulance is parked, plate unreadable, no people visible. "
traffic_accident (107).jpg,"A white car collides with a pole on the road, causing the pole to fall during the day. "
rickshaw (212).jpg,"An auto-rickshaw with license plate KA05 9B-1203 is positioned on a busy city street with an adult male driver and an adult female passenger, all during the daytime. "
m11_ppe (55).jpg,"An adult female wears black earmuffs with a black headband, clear protective glasses, and a white shirt while working indoors. "
limousine (249).jpg,A black Lincoln Town Car stretch limousine is parked on a paved road in front of a large stone building during the daytime . 
smoke (259).jpg,"A large amount of smoke billows into the sky from a wildfire in a mountainous, wooded area during daytime. "
concrete_truck (226).jpg,A large green dump truck unloads dirt onto a pile of rocks. 
license_plate (92).jpg,A silver vehicle displays a green license plate 02루 4083 during daytime. 
van (2).jpg,"A construction worker in a yellow helmet and orange vest lies on the ground, holding his head in apparent pain, while a yellow safety vest and a white car are parked nearby. "
taxi (48).jpg,An orange sedan taxi drives on the road with no visible brand or license plate under clear daylight. 
sitting_person (26).jpg,A woman in a white sleeveless top and dark jeans sits on a light-colored couch with her eyes closed while a text message appears on the screen. 
airplane (40).jpg,"An adult male pilot wearing a tactical vest and a tactical helmet stands on a tactical platform near a large, wet, dry field during the daytime. "
concrete_truck (367).jpg,A white truck with a cement mixer on the back is parked in a parking lot. 
m11_ppe (107).jpg,"Three adult women, wearing yellow hard hats, yellow safety vests, and yellow safety harnesses, stand with their backs turned, looking at a construction site during the day. "
concrete_truck (458).jpg,A white truck with a cement mixer on the back is parked in front of a building. 
uv (53).jpg,An elderly man is driving a golf cart with one hand while another elderly man sits beside him holding a golf club.  
pickpocketing_person (96).jpg,Two adults - one in a dark t-shirt and jeans and the other in a light blue top and jeans - are taking a phone from the back pocket in daylight. 
suv (354).png,"At night, a white sedan drives through a crosswalk, while a black car waits at the intersection. "
crane_truck (67).jpg,A large crane on a barge dredges the river near a green field during the daytime. 
concrete_truck (355).jpg,A white truck with a cement mixer on the back is parked in front of a building. 
m10_ppe (35).jpg,"An adult male stands on a train platform holding a train ticket, time unclear. "
fuel_truck (274).jpg,"A blue semi-truck is driving down a multi-lane highway, pulling a silver tanker trailer with a large, distinctive red and white striped tail. "
cat (134).jpg,A brown cat with blue eyes sits on a light brown surface and looks forward. 
pickup_truck (376).jpg,"A white and blue HMV pickup truck with a black license plate reading “WXF 557” is parked on a concrete surface next to a building, with a white van and a"
license_plate (324).jpg,A black vehicle displays a yellow license plate 경기 70바 1670 during daytime. 
ship (326).jpeg,A young woman wearing a black and white kayak and a light green life jacket paddles a small white kayak on a rocky shore during daytime. 
airplane (132).jpg,"A set of mobile stairs with a yellow sign reading “www.google.com.au” is connected to a mobile stairway on a flight deck, with a ground crew member operating the"
traffic_accident (310).jpg,"A black car is flipped over at a city intersection at night, with other vehicles visible on the road. "
fighting_person (476).jpg,An adult man wearing a gray top and jeans and an adult man wearing a gray top and jeans are sitting on a chair with a gun. 
dog (469).jpg,A boy is running with his dog in the grass. 
m5_ppe (280).jpg,"A man in his 20s or 30s, wearing a black short-sleeved shirt, a yellow earmuffs, and yellow face protection gear, is looking to the side in the daytime"
m2_ppe (211).jpg,A group of workers in hard hats and vests are gathered at a construction site. 
sitting_person (289).jpg,"A woman in a blue shirt and jeans sits on a wooden floor, looking at a book and a cardboard box. "
convertible (373).jpg,"A sleek silver convertible with a sleek, muscular design sits on a quiet, empty road, its glossy surface catching the sunlight while the polished wheels and polished bodywork give it a refined yet elegant presence."
concrete_truck (431).jpg,A cement truck with a cement mixer on the back is parked in a parking lot. 
dog (374).jpg,A girl is playing with a dog in the park. 
bus (485).jpg,A white and blue Scania coach bus from 'HANIF' is parked next to a black Volvo coach bus on a dirt lot. 
walking_person (144).png,"A woman wearing a black t-shirt and black shorts, with a skateboard in her right hand and a skateboard in her left hand, is walking on a paved area with a sign that says"
car (304).jpg,"A white truck is parked on the side of a road next to a building with a sign that says ""No Vehicles"". "
motorbike (86).png,"At night, a white sedan is driving past the KB Kookmin Bank building, and a man wearing a black helmet is standing next to the car. "
convertible (482).jpg,"A red convertible with its hood open sits parked on a street next to a red car, with a man in a red jacket and sunglasses standing nearby. "
van (28).jpg,"A large cargo truck with a black tarp-covered bed is parked on the side of the road, with a person standing on the sidewalk next to it. "
ship (439).jpg,"A red and white fishing boat with a red hull is floating on the river, with a river and a forest visible in the background. "
smoke (63).jpg,A large amount of smoke billows from a wildfire in a wooded area during the daytime. 
suv (466).jpg,A white Honda SUV with license plate PNF 7698 drives through a toll booth at night. 
sports_car (145).jpg,"A red Mazda Miata convertible with its hood open speeds along a paved road, with a person in a white helmet and a helmeted driver visible in the background during the daytime. "
quad (305).jpg,"A man and a dog stand on a dirt path next to a field of crops, with a white van parked behind them. "
license_plate (466).jpg,A white Kia Sportage is parked beside a brick walkway during daytime displaying a white license plate with 184노 0192 as cherry blossom trees bloom along the edge. 
holdingGun_person (262).jpg,"An adult man wearing a black short-sleeved shirt, jeans, and a black hat stands with a gun in the middle of the street. "
fire (25).png,A large fire rages through a forest with a fire engine and a dump truck visible in the background during the daytime. 
concrete_truck (388).jpg,A white truck with a cement mixer on the back is parked in a parking lot. 
sports_car (419).jpg,A black and white Bomag tuk-tuk with a black canopy and a white license plate is parked on a street next to a sidewalk during the daytime. 
bicycle (301).jpg,A man riding a bicycle on a street with a crowd of people walking behind him. 
suv (346).png,"At night, cars accelerate past the crosswalk, and a crosswalk with yellow and white signs is visible. "
suitcase (369).jpg,People are sitting on the grass and pulling carts. 
traffic_accident (203).jpg,A black fire truck drives on the road at night with a white sedan and a black SUV behind it. 
pickpocketing_person (5).jpg,"A black SUV is parked on the street, with a person in a hoodie and a person in a hoodie standing on the sidewalk. "
m2_ppe (170).jpg,"Several men wearing white and blue helmets are standing outdoors at a construction site, with one man wearing a red helmet and the other wearing a yellow helmet. "
motorbike (410).jpg,An adult male wearing a black helmet sits on a red motorbike on a paved racetrack during the daytime. 
m7_ppe (226).jpg,A person in a yellow hazmat suit and a respirator stands against a white background. 
motorbike (1).jpeg,A person wearing a white helmet rides a white motorbike with a person wearing a blue helmet on a city street during the daytime. 
walking_person (201).png,A person wearing a light-colored hoodie and light-colored gloves rides a light-colored motorbike with a person wearing a light-colored hoodie and light-colored gloves on the back.
pickup_truck (238).jpg,"A black pickup truck with a white license plate is seen from behind on the left side of a wide road, where shadows from buildings and trees are cast. "
tractor (493).jpg,"A bright red tractor with large, rusty wheels sits in a muddy field, with a green field in the background. "
m1_ppe (277).jpg,A worker wearing a yellow safety helmet is wearing a harness and looking at the front at an angle. 
walking_person (452).png,"At night, a white BMW sedan is parked on the roadside, and a person wearing a long dark coat walks up the alley. "
walking_person (137).png,A man wearing a white shirt and black pants is standing next to a tree with a basket of fruit and a basket of vegetables. 
forklift (377).jpg,"An adult male operates a yellow and black Liugong Liugong forklift, lifting a large white container during the daytime.  "
bulldozer (301).jpg,A yellow bulldozer with a person in the driver's seat is trying to pick up a dirt pile on a construction site. 
m9_ppe (333).jpg,"A person wearing black shoes, a light blue mask, and a white full-body protective suit is standing. "
m7_ppe (285).jpg,A woman with long dark hair tied back is wearing a white t-shirt and a clear face shield. 
car (369).png,A black delivery motorbike is parked on a sidewalk in front of a store during the daytime. 
m1_ppe (372).jpg,A worker wearing a yellow safety helmet and gas mask is wearing a harness and looking at the front. 
bicycle (392).png,A street with a yellow line and a brick wall with a sign on it. 
fuel_truck (319).jpg,A white fuel truck with a 'FLAMMABLE' tanker is parked on the tarmac next to a large passenger jet with a red tail during the daytime. 
m7_ppe (314).jpg,A close-up view shows a clear-faced woman in a pink shirt and clear face shield. 
crane_truck (284).jpg,A blue Hyundai truck equipped with a red Unic crane arm stands parked on a paved surface during the daytime. 
m5_ppe (234).jpg,"A teenage female wears a clear face shield incorporating clear glasses with blue temples, with her hair tied back, looking to the side. "
bus (158).jpg,A gold 'Saintmartin Paribahan' Hino bus with a large advertisement on its side is stopped on a dirt road in a city during the daytime. 
dog (391).jpg,A boy is playing with his dog in the park. 
rickshaw (18).jpg,"On a road with a crosswalk and a crosswalk, a white van with a black license plate reading “WXF 5721” is driving, and a black car is driving on"
jeep (14).jpg,"A white jeep with a yellow roof stops dusty ground in the daytime,  a store in the behind, steep mountains back ground. "
m2_ppe (416).jpg,Two workers in safety vests and helmets reviewing a blueprint. 
uv (329).jpg,A white utility cart with a black utility cart is parked on a paved path next to a white wall. 
traffic_accident (166).jpg,A car lies upside down on a road with debris scattered around it and a building in the background during the day. 
bicycle (437).png,A street with a yellow line and a brick wall with a sign on it. 
dump_truck (234).jpg,A silver car is overturned on a wet road during daytime with a red emergency light visible in the background. 
cat (374).jpg,A fluffy white cat drinks from a clear glass cup placed on a wooden floor. 
m1_ppe (123).jpg,A worker wearing a white safety helmet and a yellow harness is holding a rope connected to the harness and looking at the floor. 
m11_ppe (289).jpg,"A young man with a yellow earmuffs and clear goggles sits indoors looking at a laptop, time unknown. "
pickpocketing_person (303).jpg,"During the day, a young woman in a gray top and jeans reaches into a bag of a young girl in a light blue top and jeans. "
ship (201).jpeg,"A large, multi-deck sailing ship with a dark blue hull and a white upper section moves across calm blue water, its two masts and rigging partially visible, while a distant horizon stretches out behind"
recycling_truck (81).jpg,A garbage truck is parked in front of a building. 
fire_truck (486).jpg,A red fire truck drives on the road during daytime with a white SUV behind it. 
m2_ppe (5).jpg,"Two young men are kneeling on a dirt ground, one holding a shovel and the other a hard hat, as they look at each other. "
m11_ppe (202).jpg,"A mannequin wears a yellow safety helmet, clear safety glasses, and a black and orange safety harness while standing upright. "
truck (263).jpg,A small blue advertising truck with a large advertisement board on its side is parked in a lot near a large tree. 
dog (108).jpg,A woman is sitting on a chair with her dog. 
jeep (431).jpg,"A silver Jeep with a roof rack and a spare tire mount on top drives dirt road,  a small forest and a small town background during the daytime. "
traffic_accident (161).jpg,A large amount of smoke billows from a building on the left side of the road in the daytime. 
fire (214).png,A large fire rages through a forest at night time. 
motorbike (380).jpg,A person wearing a white helmet rides a motorbike with a blue helmet on the back. 
suv (194).jpg,A white SUV is parked on the roadside next to a building with a red sign during the daytime. 
concrete_truck (119).jpg,A large yellow cement mixer is parked at a construction site at night. 
sports_car (329).jpg,"A red Lotus Elise convertible sports car, featuring a silver ""VOLVO"" license plate, sits on display indoors during the daytime, with a white wall and a red display structure visible in the background."
m10_ppe (142).jpg,A man wearing a yellow safety helmet and a navy short-sleeved shirt is looking straight ahead. 
license_plate (67).jpg,A yellow vehicle displays a yellow license plate 경기 70바 1670 during daytime. 
m10_ppe (147).jpg,"Safety ear protection earmuffs, colored bright red with black accents, display a black padded headband and adjustable wires. "
